Bellek Hızı,Bluetooth Özelliği,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Kartı,Ekran Panel Tipi,eMMC Kapasitesi,Harddisk Kapasitesi,HDMI,İşlemci Cache,İşlemci Nesli,İşlemci Tipi,İşlemci,İşletim Sistemi,Kart Okuyucu,Klavye,Maksimum İşlemci Hızı,Max Ekran Çözünürlüğü,Optik Sürücü,Parmak İzi Okuyucu,Ram (Sistem Belleği),Ram Tipi,Renk,SSD Kapasitesi,Ürün Modeli,Webcam,Marka,Fiyat,Link
4266 MHz,Var,1 - 2 kg,Var,16 inç,Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Home,Var,Q Türkçe,"4,7 GHz",2560 x 1600,Yok,Yok,16 GB,LPDDR4X,Koyu Gri,512 GB,İkisi Bir Arada,Var,Lenovo,28.080,https://www.hepsiburada.com//lenovo-ideapad-flex-5-16iau7-intel-i7-1255u-16-2-5k-2560x1600-touch-16gb-ram-512gb-ssd-q-ingilizce-klaye-win-11-1-yil-garanti-pm-HBC00004DP0DG
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,8 MB Cache,Ryzen,AMD Ryzen 5,5500U,Windows 11 Pro,Var,Q Türkçe,"4,0 GHz",1920 x 1080,Yok,Belirtilmemiş,8 GB,DDR4,Siyah,256 GB,Notebook,Var,HP,11.999,https://www.hepsiburada.com//hp-255-g8-ryzen-5-5500u-8gb-256-gb-ssd-windows-11-pro-15-6-fhd-7n4w6aat009-pm-HBC00003Y0264
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i7,1165G7,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,512 GB,Notebook,Var,HP,19.499,https://www.hepsiburada.com//hp-14s-dq2002nt-intel-core-i7-1165g7-32gb-512gb-ssd-intel-iris-xe-freedos-14-fhd-tasinbilir-bilgisayar-4g6e4ea08-pm-HBC00003FA0XF
Belirtilmemiş,Var,1 - 2 kg,Belirtilmemiş,14 inç,Onboard,Belirtilmemiş,Dahili Ekran Kartı,Intel UHD Graphics,IPS,512 GB,512 GB,Belirtilmemiş,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Windows 11 Home,Belirtilmemiş,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Belirtilmemiş,8 GB,DDR4,Gri,512 GB,Notebook,Var,Asus,12.399,https://www.hepsiburada.com//asus-x415ea-eb520w-core-intel-core-i5-1135g7-islemci-8gb-ram-512gb-ssd-14-full-hd-numberpad-windwos-11-laptop-gri-pm-HBC00002IEX6J
4800 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia RTX 2000,IPS,Yok,512 GB,Var,24 MB Cache,13.Nesil,Intel Core i9,13900H,Yok (Free Dos),Var,Aydınlatmalı,"5,4 GHz",1920 x 1080,Yok,Yok,64 GB,DDR5,Gri,1 TB,Notebook,Var,Dell,64.040,https://www.hepsiburada.com//dell-precision-m3571-tknm357102h20a8-i9-13900h-64gb-512ssd-1tbssd-rtx2000-15-6-fullhd-freedos-tasinabilir-is-istasyonu-pm-HBC00004DOZXB
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Belirtilmemiş,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Windows 10 Pro,Belirtilmemiş,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gri,512 GB,Notebook,Var,Lenovo,22.949,https://www.hepsiburada.com//lenovo-thinkpad-l15-g2-i5-1135g7-16gb-512gb-ssd-15-6-w10-pro-20x300ghtxa20-pm-HBC00003SG42P
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,8 MB Cache,Yok,Intel Core i5,1240P,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Belirtilmemiş,8 GB,DDR4,Siyah,512 GB,Notebook,Var,HP,13.599,https://www.hepsiburada.com//hp-250-g9-723p6ea-i5-1240p-8gb-512gb-ssd-15-6-fhd-freedos-pm-HBC00003IUEI4
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Irıs Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Belirtilmemiş,Var,16 GB,DDR4,Metalik Gri,512 GB,Notebook,Var,HP,20.949,https://www.hepsiburada.com//hp-hp-probook-6s6x1ea-450-g9-i7-1255u-16gb-512gb-15-6-dos-pm-HBC000041J0FG
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,TN,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i3,1235U,Windows 11 Home,Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Gri,1 TB,Notebook,Var,Asus,12.720,https://www.hepsiburada.com//asus-expertbook-b1-i3-1215u-8-gb-1-tbssd-15-6-fhd-windows-11-home-b1502cba-ej0253-bt70-pm-HBC00004DMYAU
2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce GTX1650,IPS,Yok,Yok,Var,8 MB Cache,10.Nesil,Intel Core i5,10300H,Yok (Free Dos),Yok,Aydınlatmalı,"4,5 GHz",1920 x 1080,Belirtilmemiş,Yok,12 GB,DDR4,Siyah,512 GB,Notebook,Var,Asus,16.959,https://www.hepsiburada.com//asus-tuf-gaming-intel-core-i5-10300h-12gb-512-gb-ssd-4-gb-gtx1650-freedos-15-6-fx506lhb-hn323-ar8-pm-HBC00004757EF
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Yok (Free Dos),Var,Aydınlatmalı,"4,2 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Lenovo,20.551,https://www.hepsiburada.com//lenovo-thinkpad-l15-g2-i5-1135g7-16-gb-512-gb-ssd-free-dos-15-6-fhd-20x300ghtx026-pm-HBC00003GDV6R
Belirtilmemiş,Var,1 - 2 kg,Yok,"13,5 inç",Belirtilmemiş,Belirtilmemiş,Dahili Ekran Kartı,M2,IPS,Yok,Yok,Yok,Belirtilmemiş,M2,Apple M2,Apple M2,macOS,Yok,Q Türkçe,Yok,2560 x 1600,Yok,Var,16 GB,Belirtilmemiş,Siyah,512 GB,Notebook,Var,Apple,46.999,https://www.hepsiburada.com//apple-macbook-air-m2-8c-cpu-8c-gpu-16gb-512-gb-ssd-13-6-gece-yarisi-z160m2jt16512-pm-HBC000030O1AY
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,WVA,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Windows 10 Pro,Belirtilmemiş,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,12 GB,DDR4,Siyah,512 GB,Notebook,Var,Dell,14.289,https://www.hepsiburada.com//dell-inspiron-3511-intel-core-i5-1135g7-12gb-512gb-ssd-w10-pro-15-6-fhd-3511i51285ua7-pm-HBC00003V7GSD
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2060,IPS,Yok,Yok,Var,8 MB Cache,9.Nesil,Intel Core i5,9300H,Windows 10 Home Single Language,Yok,Aydınlatmalı,"4,1 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,2 TB,Oyun Bilgisayarları,Var,Acer,22.197,https://www.hepsiburada.com//acer-nitro-an515-54-intel-core-i5-9300h-16-gb-2-tbssd-rtx-2060-windows-10-home-single-language-15-6-fhd-nh-q96ey-001bt22-pm-HBC000044XTRH
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Lenovo,28.310,https://www.hepsiburada.com//lenovo-thinkpad-e15-gen-4-i7-1255u-16-gb-512-gb-ssd-15-6-fhd-windows-11-pro-21e6006ytxbt67-pm-HBC000040FVG2
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,"Siyah, Siyah",1 TB,Notebook,Var,Lenovo,28.680,https://www.hepsiburada.com//lenovo-thinkpad-e15-gen-4-i7-1255u-16-gb-1-tbssd-15-6-fhd-windows-11-pro-21e6006ytxbt72-pm-HBC000042W3TR
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,500 GB,Var,12 MB Cache,11.Nesil,Intel Core i5,11400H,Yok (Free Dos),Belirtilmemiş,Q Türkçe,"4,5 GHz",1920 x 1080,Belirtilmemiş,Yok,16 GB,DDR4,Koyu Gri,500 GB,Oyun Bilgisayarları,Var,Dell,18.799,https://www.hepsiburada.com//dell-g15-5511-intel-core-i5-11400h-16gb-ram-512gb-ssd-4gb-rtx3050-15-6-inc-fhd-120hz-pm-HBC00003J81PU
5200 MHz,Var,2 - 4 kg,Var,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3060,OLED,Yok,Yok,Var,24 MB,12.Nesil,12700H,12700H,Windows 11 Home,Yok,Q İngilizce,"4,7 GHz",3840 x 2160,Yok,Yok,16 GB,LPDDR5,Mavi,1 TB,Notebook,Var,Asus,67.920,https://www.hepsiburada.com//asus-zenbook-pro-duo-15-oled-intel-i7-12700h-15-6-4k-touch-16gb-1tb-ssd-rtx-3060-q-us-ing-klavye-w11h-1-yil-garanti-ux582zm-as76t-pm-HBC00003V4HQL
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,TN,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i3,1235U,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Gri,1 TB,Notebook,Var,Asus,12.165,https://www.hepsiburada.com//asus-expertbook-b1-i3-1215u-16-gb-1-tbssd-15-6-fhd-freedos-b1502cba-ej0253-bt12-pm-HBC00004DMY8Y
4800 MHz,Var,2 - 4 kg,Yok,"16,1 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i5,12500H,Yok (Free Dos),Var,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,32 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,HP,28.458,https://www.hepsiburada.com//hp-victus-16-d1047nt-intel-core-i5-12500h-32gb-1tb-ssd-rtx3050ti-16-1-freedos-classone-canta-hediye-pm-HBC00004E6579
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,12500H,Yok (Free Dos),Yok,Aydınlatmalı,"4,5 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Gri,512 GB,Oyun Bilgisayarları,Var,Lenovo,21.449,https://www.hepsiburada.com//lenovo-ideapad-3-15iah7-i5-12500h-8gb-512gb-rtx3050-15-6-free-dos-82s900eqtx-m100-mouse-hediyeli-pm-HBC00003HPVJM
Belirtilmemiş,Var,1 - 2 kg,Yok,"13,3 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,M2 10 Çekirdekli,IPS,Yok,Yok,Yok,Belirtilmemiş,Apple M2 Pro,Apple M2,Apple M2,macOS,Yok,Q Türkçe,2 GHz,2560 x 1600,Yok,Var,16 GB,Belirtilmemiş,Gri,256 GB,Notebook,Var,Apple,43.500,https://www.hepsiburada.com//apple-macbook-pro-z16r00075-mac-pro-m2-16gb-256gb-13-3-uzay-grisi-pm-HBC00004HQS9S
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Dahili Ekran Kartı,GTX1650,IPS,Yok,Yok,Var,16 MB L3 Cache,5.Nesil,AMD Ryzen 5,5600H,Yok (Free Dos),Var,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,1 TB,Notebook,Var,HP,18.340,https://www.hepsiburada.com//hp-victus-gaming-15-fb0014nt-p2-amd-ryzen-5-5600h-16gb-1tb-ssd-gtx1650-4gb-15-6-fhd-freedos-pm-HBC00003NZPFQ
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 10 Pro,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Koyu Gri,1 TB,Notebook,Var,HP,22.568,https://www.hepsiburada.com//hp-250-g9-i7-1255u-32-gb-1-tbssd-15-6-fhd-windows-10-pro-6q8m8esbt26-pm-HBC000040FWSQ
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",GDDR6,2 GB,Harici Ekran Kartı,Nvidia GeForce MX570,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Belirtilmemiş,32 GB,DDR4,"Koyu Gri, Siyah, Uzay Grisi",1 TB,Notebook,Var,HP,33.125,https://www.hepsiburada.com//hp-probook-450-g9-i7-1255u-32-gb-1-tbssd-2gb-mx570-15-6-fhd-windows-11-pro-6s6x2eabt89-pm-HBC00004936L5
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,16 MB Cache,Ryzen,AMD Ryzen 5,5625U,Yok (Free Dos),Yok,Q Türkçe,"4,3 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gri,1 TB,Notebook,Var,HP,14.957,https://www.hepsiburada.com//hp-255-g9-amd-ryzen-5-5625u-16gb-1-tb-ssd-freedos-15-6-fhd-6q8n2est59-pm-HBC00003ZJHHV
4266 MHz,Var,1 - 2 kg,Var,14 inç,Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,5.Nesil,AMD Ryzen 5,5500U,Windows 11 Home,Var,Q İngilizce,"4,0 GHz",1920 x 1200,Yok,Yok,8 GB,LPDDR4X,Koyu Gri,512 GB,İkisi Bir Arada,Var,Lenovo,17.184,https://www.hepsiburada.com//lenovo-ideapad-flex-5-14alc7-amd-ryzen-5-5500u-14-wuxga-1920x1200-touch-8gb-ram-512gb-ssd-q-ingilizce-klavye-win-11-1-yil-garanti-pm-HBC00004DVJTQ
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,16 MB Cache,Ryzen,AMD Ryzen 5,5625U,Windows 10 Pro,Yok,Q Türkçe,"4,3 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gri,256 GB,Notebook,Var,HP,14.368,https://www.hepsiburada.com//hp-255-g9-amd-ryzen-5-5625u-16gb-256-gb-ssd-windows-10-pro-15-6-fhd-6q8n2est63-pm-HBC00003ZJHCH
3200 MHz,Var,2 - 4 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i7,Belirtilmemiş,Windows 11 Pro,Yok,Aydınlatmalı,"4,7 GHz",1920 x 1200,Yok,Var,16 GB,DDR4,Siyah,500 GB,Notebook,Var,Lenovo,37.999,https://www.hepsiburada.com//lenovo-thinkpad-t14-gen3-i7-1255u-16-gb-500-gb-ssd-14-wuxga-windows-11-pro-21ah00m8tx072-pm-HBC00003N09GX
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1235U,1235U,Yok (Free Dos),Yok,Aydınlatmalı,"4,4 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Siyah,256 GB,Notebook,Var,Lenovo,21.799,https://www.hepsiburada.com//lenovo-thinkpad-e15-g4-i5-1235u-16-gb-256-gb-ssd-15-6-free-dos-21e6006rtx007-pm-HBC00003XJIMF
Belirtilmemiş,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3060,LED,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Yok (Free Dos),Yok,RGB,"4,7 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Belirtilmemiş,Acer,31.999,https://www.hepsiburada.com//acer-nitro-5-12-nesil-core-intel-core-i7-12700h-8gb-512gb-ssd-15-6inc-rtx3060-6gb-freedos-pm-HBC00003GEPXS
4800 MHz,Var,1 - 2 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,LED,Yok,Yok,Yok,24 MB,12.Nesil,12700H,12700H,Windows 11 Pro,Belirtilmemiş,Aydınlatmalı,"4,7 GHz",1920 x 1200,Belirtilmemiş,Var,16 GB,DDR5,Metalik Gri,1 TB,Notebook,Var,Dell,55.499,https://www.hepsiburada.com//dell-xps-15-9520-i7-12700h-16gb-1tb-ssd-4gb-rtx3050ti-15-6-fhd-windows-11-pro-xps95201900wp-pm-HBC00003Y9B2F
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,20 MB Cache,5.Nesil,AMD Ryzen 5,5600H,Yok (Free Dos),Yok,Q Türkçe,"4,2 GHz",1920 x 1200,Yok,Yok,16 GB,DDR4,Metalik Siyah,1 TB,Notebook,Var,Asus,17.737,https://www.hepsiburada.com//asus-vivobook-14-m3402qa-amd-ryzen-5-5600h-16gb-1tb-ssd-14-wuxga-freedostasinabilir-bilgisayar-ly13336-zettacanta-pm-HBC00003O3NJR
4800 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia RTX 2000,IPS,Yok,512 GB,Var,24 MB Cache,13.Nesil,Intel Core i9,13900H,Yok (Free Dos),Var,Aydınlatmalı,"5,4 GHz",1920 x 1080,Yok,Yok,64 GB,DDR5,Gri,1 TB,Notebook,Var,Dell,64.040,https://www.hepsiburada.com//dell-precision-m3571-tknm357102h20a8-i9-13900h-64gb-512ssd-1tbssd-rtx2000-15-6-fullhd-freedos-tasinabilir-is-istasyonu-pm-HBC00004DOZXB
6400 MHz,Var,1 - 2 kg,Var,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,IPS,Yok,Yok,Var,18 MB Cache,12.Nesil,Intel Core i7,1260P,Yok (Free Dos),Yok,Aydınlatmalı,"4,7 GHz",1920 x 1200,Yok,Var,16 GB,DDR5,Siyah,2 TB,Notebook,Var,Lenovo,54.232,https://www.hepsiburada.com//lenovo-x1-carbon-intel-core-i7-1260p-16-gb-2-tb-ssd-14-fullhd-free-dos-21ccs03p005-pm-HBC00003XVSM4
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1235U,Yok (Free Dos),Yok,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,24 GB,DDR4,Gri,256 GB,Notebook,Var,Lenovo,23.618,https://www.hepsiburada.com//lenovo-thinkpad-e14-gen-4-i5-1235u-24-gb-256-gb-ssd-14-fhd-freedos-21e30086tx-bt3-pm-HBC00004DMZ4C
2666 MHz,Var,2 - 4 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,IPS,Yok,Yok,Belirtilmemiş,4 MB Cache,11.Nesil,Intel Celeron,N4020,Windows 10 Home,Belirtilmemiş,Q Türkçe,"2,8 GHz",1366 x 768,Belirtilmemiş,Yok,8 GB,DDR4,Belirtilmemiş,8 GB,Notebook,Var,Asus,7.999,https://www.hepsiburada.com//asus-x415ma-py373-n4020-8gb-ram-256gb-ssd-uhd-graphics-14-windows-10-home-pm-HBC00002U7PO9
4800 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia RTX A1000,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,Belirtilmemiş,Windows 11 Pro,Var,Aydınlatmalı,"5,2 GHz",1920 x 1080,Yok,Yok,64 GB,DDR5,Gri,512 GB,Notebook,Var,Dell,63.965,https://www.hepsiburada.com//dell-precision-m3571-tknm357102h24a11-i7-13800h-64gb-512ssd-a1000-15-6-fullhd-w11p-tasinabilir-is-istasyonu-pm-HBC00004DPXFP
2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",DDR3,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Graphics,IPS,Yok,Yok,Var,4 MB Cache,3.Nesil,AMD Ryzen 3,3250U,Yok (Free Dos),MicroSD  Card Reader,Q Türkçe,"3,5 GHz",1366 x 768,Yok,Yok,12 GB,DDR4,Gümüş,256 GB,Notebook,Var,Asus,8.399,https://www.hepsiburada.com//asus-d515da-br998-12-amd-ryzen-3-3250u-12gb-256gb-ssd-freedos-15-6-hd-pm-HBC000032W2FR
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Windows 10 Pro,Var,Q Türkçe,"2,4 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,256 GB,Notebook,Var,Dell,16.786,https://www.hepsiburada.com//dell-vostro-3510-i5-1135g7-16-gb-256-gb-ssd-15-6-fhd-windows-10-pron8004vn3510ubt88-pm-HBC00003JPMTL
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1235U,Windows 11 Pro,Yok,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gri,512 GB,Notebook,Var,Lenovo,25.068,https://www.hepsiburada.com//lenovo-thinkpad-e14-gen-4-i5-1235u-16-gb-512-gb-ssd-14-fhd-windows-11-pro-21e30086tx-bt87-pm-HBC00004DMZ5A
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Belirtilmemiş,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gümüş,512 GB,Notebook,Var,HP,25.006,https://www.hepsiburada.com//hp-probook-440-g9-5y3z3ea-intel-core-i7-1255u-16gb-512gb-ssd-14-windows-11-pro-pm-HBC000030TF7M
3200 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1255U,Windows 11 Pro,Var,Q Türkçe,"3,5 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Dell,30.513,https://www.hepsiburada.com//dell-latitude-5430-i7-1255u-16-gb-512-gb-ssd-iris-xe-14-fhd-windows-11-pro-n213l5430mlk14v-p-ubt68-pm-HBC00003FY5KW
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Yok (Free Dos),Yok,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Gri,256 GB,Notebook,Var,Asus,15.091,https://www.hepsiburada.com//asus-x515ea-intel-core-i5-1135g7-16gb-256gb-ssd-15-6-intel-iris-xe-freedostasinabilir-bilgisayar-bq327934-zettacanta-pm-HBC00003MMMBT
Belirtilmemiş,Var,1 - 2 kg,Var,13 inç,Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Yok,12 MB Cache,12.Nesil,1235U,1235U,Windows 11 Pro,Yok,Q İngilizce,"4,4 GHz",2880 x 1800,Yok,Yok,8 GB,LPDDR5,Gri,256 GB,İkisi Bir Arada,Var,Microsoft,39.000,https://www.hepsiburada.com//microsoft-surface-pro-9-intel-i5-1235u-13-2880-x-1920-touch-8-gb-ram-256gb-ssd-win11p-gri-1-yil-garanti-qf1-00013-pm-HBC00003ZW3GV
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Yok (Free Dos),Yok,Q Türkçe,"4,6 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah - Kırmızı,512 GB,Oyun Bilgisayarları,Var,Acer,25.999,https://www.hepsiburada.com//acer-nitro-5-an515-57-i7-11800h-16gb-512gb-rtx3060-6gb-15-6-144hz-nh-qewey-003-pm-HBC00003YD92C
